subscription_level,sign_up_date,building_type,vacancy_level,city_id,has_online_tour,photo_quality,lead_volume
Level9,7/5/17,low-rise,LOW,180,,low,medium
Level8,7/26/18,mid-rise,LOW,152,,high,medium
Level2,3/27/18,mid-rise,LOW,141,,low,high
Level8,8/5/18,low-rise,LOW,199,,high,medium
Level10,6/5/17,low-rise,LOW,175,,low,high
Level3,10/29/17,mid-rise,LOW,188,,high,medium
Level10,1/30/17,low-rise,LOW,152,,low,high
Level2,5/23/18,low-rise,HIGH,154,no,high,high
Level10,11/5/17,low-rise,LOW,188,,low,high
Level5,3/3/17,mid-rise,LOW,141,,low,high
Level10,4/29/17,low-rise,LOW,191,,low,high
Level5,10/27/16,mid-rise,LOW,152,,high,medium
Level10,10/2/18,low-rise,LOW,175,,low,high
Level2,1/1/18,low-rise,HIGH,175,no,high,medium
Level8,3/26/18,low-rise,LOW,188,,low,high
Level6,1/30/18,low-rise,LOW,199,,low,medium
Level2,6/2/16,mid-rise,LOW,188,,high,high
Level3,3/23/18,low-rise,LOW,130,,high,medium
Level7,9/30/16,low-rise,HIGH,152,no,high,medium
Level10,10/2/14,low-rise,HIGH,103,no,high,high
Level1,11/27/18,mid-rise,LOW,178,,high,medium
Level9,3/8/17,mid-rise,HIGH,199,no,low,high
Level6,8/25/18,mid-rise,LOW,188,,low,medium
Level2,10/7/17,mid-rise,LOW,179,,low,high
Level4,9/2/16,low-rise,LOW,199,,low,high
Level4,1/5/17,low-rise,LOW,191,,low,high
Level9,12/29/17,low-rise,LOW,123,,high,medium
Level7,5/31/17,mid-rise,HIGH,193,no,high,medium
Level2,8/24/18,mid-rise,LOW,152,,high,medium
Level8,11/4/18,low-rise,LOW,155,,low,high
Level3,4/28/18,low-rise,LOW,180,,high,medium
Level2,1/27/17,low-rise,LOW,152,,low,medium
Level7,11/5/16,mid-rise,LOW,195,,high,medium
Level2,5/6/18,low-rise,LOW,178,,high,medium
Level2,10/2/16,low-rise,HIGH,165,no,high,medium
Level5,8/5/17,low-rise,LOW,180,,low,high
Level2,7/29/18,low-rise,HIGH,152,no,high,medium
Level8,11/28/16,low-rise,LOW,141,,high,medium
Level3,2/25/18,low-rise,LOW,175,,low,medium
Level5,12/5/16,mid-rise,LOW,152,,high,high
Level8,11/4/18,low-rise,LOW,179,,high,medium
Level4,1/6/18,mid-rise,HIGH,130,no,high,medium
Level2,9/24/16,low-rise,LOW,165,,high,medium
Level8,4/26/17,mid-rise,LOW,180,,low,high
Level8,1/4/17,low-rise,LOW,191,,high,medium
Level7,10/29/18,mid-rise,LOW,123,,high,medium
Level1,10/27/17,low-rise,LOW,152,,high,medium
Level3,10/4/17,low-rise,LOW,105,,low,high
Level9,5/26/17,low-rise,LOW,152,,high,medium
Level5,7/29/18,low-rise,LOW,175,,low,high
Level5,8/24/16,mid-rise,HIGH,154,no,low,high
Level2,9/4/16,mid-rise,HIGH,155,no,low,high
Level6,8/28/16,mid-rise,HIGH,152,no,low,high
Level10,4/23/16,low-rise,LOW,152,,high,medium
Level1,11/4/16,low-rise,LOW,169,,low,high
Level1,4/1/17,low-rise,LOW,123,,low,high
Level6,6/25/18,low-rise,LOW,193,,low,high
Level2,10/2/14,mid-rise,LOW,152,,low,medium
Level7,11/28/17,mid-rise,LOW,141,,high,medium
Level4,5/28/17,low-rise,LOW,175,,low,medium
Level7,1/1/17,low-rise,LOW,180,,low,medium
Level2,2/3/16,low-rise,LOW,130,,high,medium
Level3,1/28/18,low-rise,LOW,175,,high,medium
Level3,8/30/16,low-rise,LOW,195,,high,medium
Level3,2/24/17,mid-rise,LOW,175,,low,high
Level8,7/1/17,mid-rise,LOW,141,,low,medium
Level3,8/25/14,low-rise,LOW,193,,low,high
Level1,9/25/18,mid-rise,LOW,193,,high,high
Level8,3/1/17,low-rise,LOW,123,,low,medium
Level2,5/6/18,mid-rise,LOW,191,,high,high
Level8,12/4/17,low-rise,LOW,169,,low,medium
Level10,12/31/16,low-rise,LOW,103,,high,medium
Level6,8/27/17,low-rise,LOW,175,,low,high
Level7,8/5/17,low rise,HIGH,180,no,low,high
Level7,10/24/17,low-rise,LOW,175,,low,high
Level1,10/3/18,low-rise,LOW,193,,low,medium
Level5,11/27/17,low-rise,LOW,155,,low,medium
Level9,12/23/16,low-rise,LOW,152,,low,medium
Level7,4/27/18,low-rise,LOW,193,,low,high
Level1,7/28/17,mid-rise,LOW,155,,high,high
Level3,10/3/18,low-rise,LOW,199,,low,high
Level1,11/2/16,low-rise,HIGH,141,no,low,high
Level4,6/4/17,mid-rise,HIGH,152,no,high,medium
Level5,2/6/18,low-rise,LOW,180,,high,medium
Level2,3/4/18,low-rise,LOW,175,,high,medium
Level3,12/26/17,low-rise,HIGH,165,no,high,medium
Level8,10/3/16,low-rise,LOW,152,,low,high
Level8,10/26/18,low-rise,HIGH,195,no,low,high
Level10,6/6/18,low-rise,LOW,152,,high,high
Level7,4/26/17,mid-rise,HIGH,199,no,high,medium
Level9,10/23/18,mid-rise,HIGH,188,no,low,high
Level8,10/2/18,mid-rise,LOW,199,,low,high
Level4,10/31/16,low-rise,HIGH,199,no,low,high
Level4,5/1/17,low-rise,LOW,175,,low,high
Level8,8/28/18,mid-rise,LOW,130,,low,high
Level10,4/23/18,low-rise,LOW,154,,low,high
Level4,3/7/18,mid-rise,LOW,123,,low,high
Level2,4/2/17,mid-rise,LOW,188,,high,high
Level4,10/27/18,low-rise,LOW,179,,high,medium
Level1,10/26/18,mid-rise,HIGH,138,no,low,high
Level4,7/5/18,low-rise,LOW,176,,high,medium
Level2,6/4/18,mid-rise,HIGH,165,no,high,high
Level4,6/25/18,mid-rise,LOW,152,,high,high
Level8,12/24/16,mid-rise,LOW,191,,high,medium
Level3,3/26/18,low-rise,LOW,169,,high,high
Level4,12/7/17,mid-rise,LOW,179,,low,medium
Level6,8/31/18,mid-rise,LOW,188,,high,medium
Level8,9/3/18,low-rise,LOW,152,,high,medium
Level9,3/9/17,low-rise,LOW,152,,high,medium
Level7,3/5/18,low-rise,HIGH,154,no,high,high
Level3,11/25/16,low-rise,LOW,152,,high,medium
Level9,4/25/14,mid-rise,LOW,130,,low,high
Level10,5/26/17,low-rise,LOW,130,,high,medium
Level1,5/28/17,low-rise,HIGH,152,no,high,high
Level1,9/30/17,low-rise,LOW,152,,high,high
Level8,9/1/16,low-rise,LOW,193,,low,medium
Level4,12/31/16,mid-rise,LOW,155,,low,high
Level6,8/31/18,mid-rise,LOW,175,,low,high
Level4,10/3/18,mid-rise,HIGH,123,no,low,high
Level4,1/31/18,low-rise,LOW,191,,low,medium
Level6,3/7/18,low-rise,HIGH,152,no,high,medium
Level1,10/1/18,low-rise,LOW,103,,low,medium
Level1,1/6/18,low-rise,LOW,180,,high,medium
Level10,1/26/18,mid-rise,LOW,155,,low,high
Level2,12/4/16,mid-rise,LOW,176,,high,high
Level8,10/24/17,low-rise,LOW,152,,high,medium
Level1,2/1/18,low-rise,LOW,176,,low,medium
Level7,9/3/18,mid-rise,LOW,130,,high,medium
Level8,1/27/17,low-rise,LOW,180,,high,high
Level5,12/2/17,low-rise,LOW,130,,low,medium
Level3,8/3/16,mid-rise,LOW,175,,high,medium
Level6,3/8/18,low-rise,LOW,138,,high,medium
Level2,12/5/18,mid-rise,LOW,105,,high,medium
Level3,7/28/18,mid-rise,LOW,123,,high,medium
Level1,6/30/18,mid-rise,HIGH,123,no,high,medium
Level7,1/1/17,low-rise,LOW,123,,high,high
Level4,9/27/16,low-rise,HIGH,165,yes,low,high
Level6,6/5/17,mid-rise,LOW,152,,high,medium
Level2,4/25/18,mid-rise,LOW,188,,high,high
Level10,11/3/17,low-rise,LOW,195,,high,medium
Level2,11/24/17,low-rise,LOW,155,,high,medium
Level3,12/30/18,mid-rise,LOW,123,,high,medium
Level10,12/23/17,low-rise,LOW,195,,low,medium
Level9,3/2/18,low-rise,HIGH,188,no,high,high
Level8,1/5/19,mid-rise,LOW,152,,low,high
Level4,11/5/16,low-rise,LOW,152,,high,medium
Level6,7/3/18,mid-rise,LOW,175,,low,high
Level7,4/23/18,low-rise,LOW,105,,high,medium
Level1,8/4/17,mid-rise,LOW,105,,high,medium
Level10,5/25/18,mid-rise,LOW,193,,low,high
Level9,12/6/18,low-rise,LOW,130,,high,medium
Level4,3/5/18,mid-rise,HIGH,175,no,low,high
Level8,1/3/18,low-rise,LOW,165,,low,high
Level3,12/29/17,mid-rise,LOW,179,,low,high
Level6,10/25/15,mid-rise,LOW,160,,low,high
Level8,5/4/17,low-rise,LOW,176,,low,high
Level9,5/28/18,low-rise,LOW,152,,high,medium
Level8,3/1/17,low-rise,LOW,152,,high,high
Level7,10/31/18,low-rise,LOW,152,,low,medium
Level1,3/28/18,mid-rise,LOW,179,,low,high
Level6,7/23/16,mid-rise,LOW,199,,high,medium
Level9,12/1/17,mid-rise,LOW,188,,high,medium
Level7,12/28/17,mid-rise,LOW,178,,low,medium
Level9,12/24/17,low-rise,LOW,154,,high,medium
Level3,4/28/18,low-rise,LOW,103,,high,medium
Level10,2/23/18,low-rise,HIGH,152,no,high,medium
Level9,8/24/16,mid-rise,LOW,195,,high,medium
Level9,5/3/18,low-rise,HIGH,155,yes,high,high
Level2,5/2/18,mid-rise,LOW,152,,high,medium
Level9,6/24/18,low-rise,LOW,175,,high,medium
Level1,8/6/18,mid-rise,LOW,199,,low,high
Level2,5/6/17,low-rise,LOW,130,,low,high
Level9,7/1/17,low-rise,LOW,193,,low,high
Level3,3/5/17,low-rise,HIGH,103,no,low,medium
Level6,3/31/17,low-rise,LOW,176,,high,medium
Level7,1/6/17,low-rise,LOW,152,,high,medium
Level2,12/6/17,mid-rise,LOW,193,,low,high
Level8,10/27/16,low-rise,LOW,193,,low,high
Level6,9/25/17,mid-rise,LOW,123,,low,high
Level1,3/24/17,mid-rise,LOW,152,,low,high
Level6,5/28/17,mid-rise,LOW,178,,high,medium
Level7,10/31/16,mid-rise,LOW,178,,low,high
Level3,2/2/18,mid-rise,LOW,193,,low,high
Level2,8/25/16,low-rise,LOW,178,,low,high
Level3,8/4/17,low-rise,HIGH,152,no,high,medium
Level2,7/28/16,mid-rise,LOW,138,,high,medium
Level6,11/2/14,low-rise,LOW,182,,low,high
Level5,9/30/18,mid-rise,LOW,154,,high,high
Level7,11/6/17,mid-rise,LOW,138,,high,medium
Level8,6/23/14,low-rise,LOW,154,,high,medium
Level3,10/28/18,low-rise,LOW,191,,high,medium
Level4,3/28/18,mid-rise,HIGH,180,no,high,high
Level8,6/30/17,low-rise,LOW,176,,low,high
Level7,9/30/18,low-rise,LOW,191,,low,medium
Level1,6/29/18,low-rise,LOW,178,,low,high
Level8,2/24/17,mid-rise,LOW,180,,high,medium
Level3,3/2/18,mid-rise,LOW,123,,high,medium
Level4,8/28/18,low-rise,LOW,152,,high,medium
Level10,8/3/16,low-rise,LOW,138,,high,medium
Level5,4/26/18,low-rise,LOW,195,,low,high
Level4,2/27/17,mid-rise,HIGH,105,no,low,high
Level7,10/1/16,mid-rise,LOW,175,,high,medium
Level9,5/2/18,low-rise,LOW,193,,high,medium
Level6,4/24/17,mid-rise,LOW,188,,low,medium
Level7,10/6/18,low-rise,LOW,123,,low,high
Level10,8/24/17,low-rise,LOW,141,,low,high
Level2,1/3/18,low-rise,LOW,179,,low,high
Level8,3/28/17,low-rise,LOW,152,,low,high
Level3,9/24/17,low-rise,LOW,155,,high,medium
Level2,8/3/15,mid-rise,LOW,175,,high,medium
Level2,3/27/17,low-rise,LOW,130,,high,high
Level5,11/23/18,low-rise,LOW,155,,high,medium
Level3,12/30/16,low-rise,LOW,191,,low,high
Level3,4/2/17,mid-rise,HIGH,180,no,low,high
Level7,3/5/17,mid-rise,HIGH,188,no,low,high
Level10,8/6/17,low-rise,LOW,178,,high,medium
Level3,2/28/17,low-rise,LOW,193,,low,high
Level1,5/28/17,mid-rise,LOW,176,,high,medium
Level6,6/29/18,mid-rise,LOW,178,,low,high
Level6,8/23/18,low-rise,LOW,165,,high,medium
Level3,12/27/17,mid-rise,HIGH,152,no,high,medium
Level10,8/28/17,low-rise,HIGH,165,no,low,high
Level4,1/1/18,low-rise,LOW,155,,low,high
Level10,4/29/18,mid-rise,LOW,154,,high,medium
Level3,11/1/18,mid-rise,LOW,191,,high,high
Level2,3/9/17,mid-rise,LOW,123,,low,medium
Level5,9/1/16,mid-rise,LOW,152,,high,medium
Level8,5/28/17,low-rise,LOW,141,,low,high
Level7,3/25/17,mid-rise,LOW,130,,high,high
Level10,10/27/15,mid-rise,LOW,154,,low,high
Level2,4/4/18,low-rise,LOW,123,,low,high
Level6,8/29/14,low-rise,LOW,193,,low,high
Level10,11/23/16,low-rise,LOW,199,,low,high
Level7,11/3/17,low-rise,LOW,175,,low,medium
Level2,2/1/18,low-rise,HIGH,130,no,low,high
Level4,8/27/17,low-rise,LOW,154,,low,high
Level10,4/26/17,low-rise,LOW,141,,low,medium
Level3,3/26/18,low-rise,LOW,141,,high,high
Level3,7/31/17,low-rise,LOW,154,,low,high
Level1,9/23/18,mid-rise,LOW,154,,high,medium
Level10,8/1/17,mid-rise,HIGH,180,no,high,medium
Level8,3/7/18,mid-rise,LOW,154,,low,high
Level6,5/24/17,low-rise,LOW,179,,low,medium
Level6,8/27/16,low-rise,LOW,165,,low,high
Level8,4/26/18,mid-rise,LOW,154,,high,medium
Level10,5/26/17,mid-rise,LOW,130,,low,high
Level3,5/4/17,low-rise,LOW,165,,low,high
Level8,1/25/17,low-rise,LOW,175,,low,medium
Level3,11/1/18,low-rise,LOW,180,,low,high
Level4,8/4/17,mid-rise,LOW,123,,high,medium
Level5,10/25/17,low-rise,HIGH,152,no,high,high
Level9,12/7/16,low-rise,LOW,199,,low,high
Level4,6/24/18,mid-rise,LOW,199,,high,medium
Level8,8/31/18,low-rise,LOW,188,,low,medium
Level6,9/4/17,low-rise,HIGH,199,no,low,high
Level9,12/31/16,low-rise,LOW,176,,low,high
Level1,6/3/18,low-rise,LOW,180,,low,high
Level4,10/29/17,low-rise,HIGH,154,no,low,medium
Level3,1/5/17,low-rise,LOW,160,,high,medium
Level4,7/23/17,mid-rise,LOW,123,,low,high
Level8,9/1/16,low-rise,LOW,175,,high,medium
Level8,5/31/18,mid-rise,LOW,123,,high,medium
Level7,1/4/17,low-rise,LOW,138,,high,medium
Level2,12/4/18,low-rise,LOW,152,,low,medium
Level8,8/1/16,low-rise,HIGH,152,no,high,high
Level8,3/9/17,low-rise,LOW,152,,low,medium
Level9,10/1/17,mid-rise,LOW,191,,high,medium
Level3,10/29/16,low-rise,LOW,178,,low,medium
Level6,7/29/16,mid-rise,LOW,152,,low,medium
Level7,6/26/18,low-rise,HIGH,179,no,low,high
Level9,5/3/17,low-rise,HIGH,123,no,low,high
Level6,6/1/18,low-rise,HIGH,130,no,high,high
Level9,2/5/18,mid-rise,LOW,175,,high,medium
Level9,2/26/18,mid-rise,HIGH,188,no,high,high
Level4,10/31/17,low-rise,HIGH,193,no,high,medium
Level5,1/5/18,mid-rise,LOW,191,,high,medium
Level2,6/27/17,low-rise,LOW,193,,low,high
Level5,11/25/16,low-rise,LOW,175,,low,high
Level8,3/8/17,low-rise,LOW,188,,high,high
Level10,10/7/18,low-rise,LOW,123,,high,medium
Level3,7/30/16,low-rise,LOW,152,,high,high
Level3,6/30/17,low-rise,LOW,152,,high,medium
Level2,9/25/17,low-rise,LOW,103,,high,medium
Level1,9/23/17,low-rise,LOW,195,,high,medium
Level1,8/31/18,mid-rise,HIGH,152,no,low,high
Level8,12/30/17,low-rise,LOW,155,,high,medium
Level4,1/3/18,mid-rise,HIGH,130,no,high,medium
Level3,8/2/15,low-rise,LOW,175,,low,high
Level8,12/6/17,low-rise,LOW,199,,high,medium
Level8,2/3/17,mid-rise,HIGH,195,no,high,high
Level5,11/25/16,low-rise,LOW,152,,high,medium
Level7,8/30/17,low-rise,LOW,188,,low,high
Level5,11/6/17,low-rise,LOW,188,,low,medium
Level7,5/24/17,mid-rise,HIGH,154,yes,low,high
Level3,4/28/18,mid-rise,LOW,103,,high,medium
Level8,4/2/18,low-rise,LOW,193,,low,high
Level4,11/3/17,mid-rise,LOW,155,,low,high
Level3,8/30/17,low-rise,LOW,152,,high,medium
Level8,3/31/17,low-rise,LOW,160,,low,medium
Level2,11/24/18,mid-rise,LOW,193,,high,medium
Level5,8/24/16,low-rise,LOW,178,,low,medium
Level2,4/1/17,mid-rise,LOW,178,,low,medium
Level3,10/3/18,low-rise,LOW,130,,high,medium
Level6,11/25/16,mid-rise,HIGH,195,no,high,medium
Level5,8/2/18,low-rise,HIGH,141,no,low,high
Level8,4/2/18,mid-rise,LOW,155,,high,medium
Level6,4/1/17,mid-rise,LOW,138,,high,high
Level2,1/31/18,low-rise,HIGH,155,no,high,medium
Level4,10/29/18,mid-rise,LOW,195,,low,high
Level4,7/7/17,low-rise,LOW,188,,high,medium
Level7,6/6/18,low-rise,LOW,193,,high,medium
Level8,5/4/18,mid-rise,LOW,160,,low,high
Level8,9/1/17,low-rise,LOW,179,,high,medium
Level2,9/4/17,mid-rise,LOW,193,,low,high
Level3,12/24/15,low-rise,LOW,193,,low,medium
Level5,12/5/18,low-rise,LOW,175,,low,medium
Level10,5/6/18,low-rise,HIGH,154,no,low,medium
Level9,3/27/18,mid-rise,LOW,123,,low,medium
Level2,3/28/18,low-rise,LOW,169,,low,medium
Level1,4/24/17,mid-rise,LOW,130,,high,medium
Level3,12/7/18,low-rise,LOW,175,,high,medium
Level9,7/29/16,low-rise,LOW,180,,low,medium
Level6,3/31/18,low-rise,LOW,130,,high,high
Level8,6/24/18,low-rise,LOW,179,,low,high
Level4,7/27/16,mid-rise,HIGH,176,no,low,high
Level6,12/30/17,low-rise,HIGH,130,yes,low,high
Level5,4/25/18,mid-rise,HIGH,152,yes,low,high
Level2,4/29/18,mid-rise,HIGH,152,no,high,high
Level9,9/3/18,low-rise,HIGH,152,no,high,medium
Level6,10/6/17,low-rise,LOW,195,,low,high
Level6,8/29/16,low-rise,LOW,152,,low,high
Level4,5/2/18,mid-rise,LOW,155,,low,high
Level3,7/3/17,low-rise,LOW,152,,high,medium
Level3,9/30/16,mid-rise,LOW,175,,high,medium
Level4,7/27/17,mid-rise,HIGH,141,no,high,high
Level9,8/26/16,mid-rise,LOW,199,,high,medium
Level10,10/3/18,mid-rise,LOW,175,,low,medium
Level6,3/27/18,low-rise,LOW,176,,low,high
Level4,12/30/16,low-rise,LOW,123,,high,medium
Level5,11/23/16,low-rise,LOW,175,,low,high
Level2,12/6/17,mid-rise,LOW,155,,low,high
Level1,5/27/17,low-rise,HIGH,178,no,low,high
Level6,11/29/16,mid-rise,LOW,123,,low,high
Level4,3/25/19,low-rise,LOW,178,,high,high
Level4,7/3/18,mid-rise,HIGH,152,no,low,high
Level8,9/27/18,low-rise,LOW,180,,high,medium
Level1,10/2/16,mid-rise,LOW,176,,low,high
Level6,10/2/18,low-rise,LOW,175,,high,medium
Level1,5/4/17,mid-rise,LOW,152,,high,medium
Level1,8/4/16,low-rise,HIGH,178,no,low,high
Level2,6/29/17,low-rise,LOW,179,,high,medium
Level4,10/2/16,mid-rise,LOW,154,,high,medium
Level10,8/23/18,low-rise,LOW,103,,high,medium
Level1,3/9/18,low-rise,LOW,155,,high,medium
Level5,4/29/18,mid-rise,LOW,152,,high,medium
Level1,3/2/18,mid-rise,HIGH,179,no,low,high
Level9,12/23/16,low-rise,LOW,180,,high,high
Level2,7/28/17,low-rise,LOW,130,,high,medium
Level3,12/4/18,low-rise,LOW,123,,high,medium
Level7,2/1/18,mid-rise,LOW,154,,high,medium
Level2,1/25/17,low-rise,LOW,175,,low,high
Level9,11/28/16,low-rise,LOW,152,,high,medium
Level5,6/5/18,mid-rise,HIGH,152,no,low,high
Level5,10/26/18,low-rise,LOW,155,,low,medium
Level8,11/2/18,mid-rise,HIGH,123,no,high,medium
Level9,1/27/18,low-rise,LOW,130,,low,medium
Level10,8/31/18,low-rise,HIGH,141,no,high,medium
Level4,10/25/17,low-rise,HIGH,103,no,low,medium
Level6,2/6/17,low-rise,HIGH,180,yes,low,high
Level4,2/23/17,low-rise,LOW,195,,low,high
Level10,10/5/18,low-rise,LOW,130,,low,high
Level5,12/1/16,low-rise,LOW,199,,low,high
Level2,4/30/18,mid-rise,HIGH,175,no,low,high
Level3,9/5/17,low-rise,HIGH,180,no,low,high
Level5,8/27/18,low-rise,LOW,152,,low,high
Level8,5/28/18,mid-rise,LOW,180,,low,high
Level4,11/6/18,low-rise,LOW,152,,high,medium
Level2,3/2/17,mid-rise,LOW,165,,low,high
Level4,10/3/16,low-rise,LOW,178,,low,high
Level4,12/4/17,low-rise,LOW,193,,high,medium
Level9,6/25/17,low-rise,LOW,155,,high,medium
Level10,3/27/17,mid-rise,LOW,130,,low,medium
Level4,2/25/17,mid-rise,HIGH,188,no,high,high
Level10,6/1/17,low-rise,LOW,193,,low,high
Level6,8/25/16,low-rise,LOW,199,,low,high
Level8,1/29/17,low-rise,LOW,152,,high,medium
Level4,4/4/18,low-rise,LOW,180,,low,high
Level3,6/30/17,mid-rise,LOW,199,,low,medium
Level8,2/23/17,low-rise,LOW,199,,low,high
Level5,11/29/17,low-rise,LOW,199,,low,medium
Level5,6/28/17,mid-rise,HIGH,193,no,low,high
Level10,10/5/16,mid-rise,LOW,154,,low,medium
Level8,10/27/16,mid-rise,HIGH,165,no,high,medium
Level4,5/28/17,low-rise,LOW,175,,high,medium
Level6,3/7/17,low-rise,LOW,130,,low,high
Level5,9/24/18,low-rise,HIGH,155,no,low,high
Level7,4/30/16,low-rise,LOW,188,,low,high
Level3,9/5/18,mid-rise,LOW,130,,low,medium
Level5,6/28/17,low-rise,LOW,178,,high,high
Level5,3/3/18,mid-rise,LOW,123,,high,medium
Level5,7/3/17,mid-rise,HIGH,141,no,high,high
Level1,11/6/18,low-rise,LOW,178,,high,medium
Level7,10/27/17,mid-rise,LOW,180,,low,high
Level4,11/28/18,mid-rise,HIGH,105,no,low,high
Level5,3/25/17,low-rise,LOW,188,,low,medium
Level2,5/7/17,mid-rise,HIGH,154,no,low,high
Level2,2/4/17,mid-rise,LOW,130,,high,medium
Level8,5/7/17,mid-rise,HIGH,130,no,high,medium
Level10,12/3/16,low-rise,LOW,155,,low,high
Level10,6/30/18,low-rise,HIGH,123,no,low,high
Level1,10/29/18,low-rise,LOW,123,,high,medium
Level10,3/31/18,mid-rise,LOW,188,,high,medium
Level6,8/27/17,mid-rise,LOW,154,,high,high
Level1,9/29/17,mid-rise,LOW,152,,low,medium
Level4,11/2/17,low-rise,LOW,180,,low,medium
Level1,9/25/18,mid-rise,HIGH,155,no,high,medium
Level1,10/2/16,low-rise,LOW,154,,low,medium
Level10,2/25/18,low-rise,LOW,178,,high,medium
Level3,12/5/16,mid-rise,LOW,152,,low,medium
Level6,7/23/16,mid-rise,HIGH,154,no,low,high
Level4,5/6/18,low-rise,LOW,152,,high,high
Level5,7/7/17,low-rise,LOW,178,,low,medium
Level7,7/24/18,low-rise,LOW,195,,high,medium
Level7,11/4/17,low-rise,LOW,195,,low,medium
Level9,2/26/17,low-rise,LOW,152,,low,medium
Level2,8/1/16,mid-rise,LOW,195,,high,medium
Level4,4/5/17,mid-rise,LOW,180,,high,medium
Level6,6/26/18,low-rise,LOW,152,,high,high
Level2,5/4/17,mid-rise,LOW,130,,low,high
Level9,2/6/17,mid-rise,LOW,175,,high,medium
Level6,4/29/18,low-rise,LOW,155,,low,medium
Level3,2/2/18,low-rise,LOW,152,,high,medium
Level2,10/26/18,mid-rise,LOW,123,,low,high
Level2,7/25/18,mid-rise,HIGH,152,no,high,high
Level10,1/23/18,low-rise,LOW,179,,low,high
Level2,6/28/17,mid-rise,LOW,195,,high,medium
Level9,9/3/16,low-rise,LOW,152,,high,medium
Level9,1/28/17,low-rise,HIGH,152,no,high,high
Level7,4/26/17,low-rise,LOW,179,,high,medium
Level6,12/3/16,mid-rise,LOW,152,,high,medium
Level5,7/26/16,mid-rise,LOW,154,,high,medium
Level8,12/30/17,mid-rise,LOW,199,,high,high
Level3,3/7/15,low-rise,LOW,175,,high,high
Level9,4/30/18,low-rise,LOW,155,,low,high
Level6,7/1/17,low-rise,LOW,199,,high,high
Level7,4/25/18,mid-rise,LOW,191,,high,medium
Level6,2/1/18,mid-rise,LOW,193,,low,high
Level7,12/2/16,low-rise,LOW,193,,high,medium
Level6,4/3/17,low-rise,LOW,199,,high,medium
Level5,4/5/17,low-rise,LOW,130,,high,high
Level10,4/1/18,mid-rise,LOW,130,,high,high
Level9,10/2/18,low-rise,LOW,152,,high,medium
Level8,7/31/17,low-rise,LOW,130,,low,high
Level1,12/31/18,low-rise,LOW,152,,low,high
Level7,8/3/16,low-rise,LOW,188,,high,high
Level1,10/31/16,low-rise,LOW,188,,high,high
Level3,11/5/17,low-rise,LOW,105,,low,high
Level8,1/29/18,low-rise,HIGH,152,no,high,high
Level5,10/2/18,mid-rise,LOW,154,,low,medium
Level9,2/6/18,low-rise,LOW,188,,low,high
Level3,6/1/14,low-rise,LOW,195,,low,medium
Level9,10/26/17,mid-rise,LOW,188,,low,high
Level10,7/27/17,low-rise,LOW,154,,high,high
Level7,10/28/18,low-rise,LOW,179,,low,medium
Level5,2/23/17,mid-rise,LOW,123,,high,medium
Level7,7/27/17,mid-rise,LOW,169,,high,high
Level10,5/3/18,low-rise,LOW,199,,high,medium
Level2,7/7/17,low-rise,HIGH,176,no,low,high
Level4,3/5/17,mid-rise,LOW,152,,high,medium
Level6,6/23/18,low-rise,LOW,193,,high,medium
Level5,7/27/17,mid-rise,LOW,188,,high,medium
Level7,11/24/18,low-rise,LOW,130,,low,high
Level6,1/26/18,mid-rise,HIGH,195,no,high,medium
Level10,10/3/16,mid-rise,LOW,179,,high,medium
Level2,8/24/16,mid-rise,LOW,199,,low,medium
Level6,1/5/18,low-rise,LOW,138,,low,medium
Level1,7/1/18,low-rise,HIGH,154,yes,low,high
Level1,1/31/15,mid-rise,LOW,188,,low,high
Level9,4/5/18,low-rise,LOW,188,,low,high
Level6,8/24/18,low-rise,HIGH,154,no,low,high
Level6,12/23/16,mid-rise,HIGH,123,no,low,high
Level10,3/2/18,low-rise,LOW,152,,high,medium
Level6,6/1/18,low-rise,LOW,138,,low,high
Level7,8/4/16,mid-rise,LOW,179,,high,medium
Level1,2/27/17,mid-rise,LOW,123,,high,high
Level4,8/31/16,low-rise,LOW,152,,high,medium
Level5,3/25/17,mid-rise,LOW,130,,high,medium
Level5,12/7/18,low-rise,LOW,152,,high,medium
Level1,7/1/18,mid-rise,LOW,123,,high,medium
Level3,1/24/17,low-rise,HIGH,188,no,low,high
Level9,10/28/16,low-rise,LOW,152,,low,high
Level7,12/3/18,low-rise,LOW,179,,high,medium
Level8,3/29/17,low-rise,LOW,195,,low,medium
Level9,10/30/17,low-rise,HIGH,191,no,high,medium
Level1,10/1/18,mid-rise,LOW,152,,high,medium
Level10,9/5/17,low-rise,HIGH,123,yes,low,high
Level10,1/27/17,low-rise,LOW,123,,low,medium
Level8,11/30/17,low-rise,LOW,178,,high,medium
Level3,5/23/17,low-rise,LOW,103,,low,high
Level1,6/3/17,low-rise,LOW,154,,low,high
Level4,1/1/19,low-rise,LOW,130,,high,medium
Level2,8/27/16,mid-rise,HIGH,154,no,low,high
Level7,1/5/19,mid-rise,LOW,123,,low,high
Level10,8/24/18,low-rise,LOW,195,,low,high
Level3,11/28/17,low-rise,HIGH,155,no,low,medium
Level5,12/26/17,low-rise,LOW,178,,low,high
Level9,10/5/18,low-rise,LOW,175,,high,medium
Level2,6/23/17,mid-rise,LOW,193,,low,high
Level3,11/6/18,low-rise,LOW,155,,high,medium
Level7,9/2/16,low-rise,LOW,175,,low,high
